Issue Type	Issue key	Issue id	Summary	Assignee	Assignee Id	Priority	Status	Custom field (Dev Team)	Labels	Labels	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Created	Custom field (Flagged)	Reporter	Reporter Id	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Resolved	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Solution)	Custom field (Solution)	Custom field (Solution)	Custom field (Solution)	Updated	Custom field (Request Type)	Custom field (User job to be done)	Custom field (Cluster)	Custom field (Cluster)	Custom field (Urgency)	Custom field (Urgency)	Custom field (Urgency)	Custom field (Customer)	Custom field (Reason)	Custom field (Reason)	Custom field (Analysis1)	Custom field (Analysis2)	Custom field (Analysis3)	Custom field (Exclude from Analysis)	Custom field (Runbook)	Custom field (Chance of reoccurrence)	Custom field (Chance of Reoccurrence)
Support Request	THQ-2285	247103	**Weird workflow**  [lornajane]Unusual order flow			Medium	Triage									07/Aug/25 3:05 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326																					05/Nov/25 2:02 PM				Fulfill Orders		High		Lorna Jane			OrderUnexpectedWorkflow						
Support Request	THQ-2255	247076	[cosbar] orders going on hold because of missing phone number in shipping options to book delivery	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									06/Aug/25 6:18 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								07/Aug/25 1:12 PM							"There turned out to be a separate (duplicated) data mapping logic in Delivery v1 that contained the identical bug to one we solved in THQ-1340 a while back.

This other mapper gets invoked as part of Shipping Offer updates (as opposed to creation).

As part of this we created two PRs:
- Fixed the bug above in Delivery v1 https://gitlab.com/newstore/engineering/delivery/services/delivery/-/merge_requests/410

- Additionally made Delivery v2 always default the phone number to empty string if it’s not passed by the caller. This should not happen anymore, but we will do this to be 110% safe this problem doesn’t happen again for whatever other unforeseen reason. https://gitlab.com/newstore/engineering/delivery/services/delivery-v2/-/merge_requests/125

Latter also fixes another unreported bug which we found as part of today’s investigation!"						05/Nov/25 1:41 PM				No Classification Available		Critical		Cos Bar	Delivery		CannotUpdateShippingAddress						Zero
Support Request	THQ-2239	247055	[Ganni] - 6 hour delay between In-Store order capture and initial Auth	Stefan Busnita	712020:84c1edb6-0668-42f2-86d1-bd131c6c935d	Medium	Done									06/Aug/25 4:35 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								07/Aug/25 11:31 AM							"Database proxy mechanism did it's job. It is expected to have a database failover recovery in couple of minutes with the current design. It is either this or full Sev1 (see recent FinOps incident). 
Alerts exist, but were not visible due to the high amount of noise we got from having all previously silenced alerts become visible. We are almost done with fixing this. The alerting became a problem after some changes done by platform and devex. We are on top of it. 

Plans to improve this are mentioned in the comment - we will move from minutes to seconds."						05/Nov/25 10:41 AM				Order Injection		High		Ganni	request_for_explanation		MissingOrder						Low
Support Request	THQ-2223	247029	[Boardriders] - Item Not Routing Despite Available Inventory			Medium	Triage									06/Aug/25 12:43 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e																					05/Nov/25 8:30 AM				Routing		High		Boardriders			NotRouted	WhenThereIsATP					
Support Request	THQ-2219	247022	[Oroton] - Replay receipts	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									06/Aug/25 11:36 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								14/Aug/25 2:53 PM							Error in the template caused receipt not to render. Replaying the receipt generation fixed the issue. As part of this work we also found a regression in Team Selling API (the api used for regeneration), it was also fixed.						04/Nov/25 4:00 PM				EventStream		High		5SN	Receipt_Printing	Receipt_Rendering	EventsMissing	HistoricalOrder					Zero
Support Request	THQ-2205	246991	Product images not showing up			Medium	Done									06/Aug/25 4:01 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								01/Oct/25 5:04 PM							Support reached out saying it can be closed						05/Nov/25 7:01 PM				Catalog		Low		Munro			CatalogMissingProductImage	NOM					Zero
Support Request	THQ-2290	246821	+Associates appearing twice in AA when assigning to cart (All Saints)			Medium	Triage									05/Aug/25 12:40 AM		Austin Grady	621c7d1b8a4bb60068f08be9																					05/Nov/25 4:41 PM				Employee		Medium		AllSaints			EmployeeAppearingTwice						
Support Request	THQ-2123	246817	[James Avery] Split fulfillment request does not re-combine after re-routing attempt			Medium	Done									04/Aug/25 10:33 PM		Andrew Bright	627e4e316ba8640069cffb0d								05/Aug/25 11:22 AM							Feature request. Check the following comment https://goodscloud.atlassian.net/browse/THQ-2123?focusedCommentId=477296						05/Nov/25 12:36 PM				Routing		Medium		James Avery	Question		FulfillmentRequestsDontRecombine						Zero
Support Request	THQ-2038	246643	Orders need to rebooked	Peter Cipov	63ad8c33741248746bf6b6f8	Medium	Done									04/Aug/25 8:42 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								05/Aug/25 11:54 AM							customer integration returning 500						05/Nov/25 1:21 PM				Fulfill Orders		Critical		RM Williams	Delivery		CannotRebookShipment						Low
Support Request	THQ-1711	246240	[Clarks] - Products Missing from Catalog after Import 	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									01/Aug/25 3:01 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								14/Aug/25 2:52 PM							The root cause (and the fix moving forward) has been addressed as part of THQ-2048. For this ticket we also had to reindex the reported products. One last product reported later turned out to have been imported with `show_in_listing` flag as false. All explained in the comments section below.						05/Nov/25 12:56 PM				Catalog		High		Clarks	Import		CatalogProductsCannotBeFound						Zero
Support Request	THQ-2175	246213	[offwhite] - Events not send on historical orders 	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									01/Aug/25 10:35 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								18/Aug/25 9:46 AM							"It seemed that a large number of reported orders were stuck in routing (thus why the public event was not sent - the orders were not considered completed, even though they should have).

A runbook was written to resolve this once/if this happens in the future: https://goodscloud.atlassian.net/wiki/spaces/HQ/pages/5627445249/Resolve+stuck+orders+during+Historical+Order+Import

Marking "Chance of Reocurrence" as high due to underlying root not being clear. Will need to keep monitoring if this happens again."						04/Nov/25 4:01 PM				EventStream		High		5SN	Historical_Order_Import		EventsMissing	FulfillmentRequest					High
Support Request	THQ-1648	245812	[vbretail] Products Missing from Catalog after Import (Veronica Beard)	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									26/Jul/25 12:00 AM		Austin Grady	621c7d1b8a4bb60068f08be9								08/Aug/25 10:57 AM							"We identified a technical issue in Catalog Indexer codebase, affecting how catalog data was processed during imports and how it subsequently got put into OpenSearch (leading to errors during indexing).

We’ve resolved the immediate cause of the issue by cleaning up some outdated references that were no longer needed. After that, we reprocessed the affected catalogs.

Refer to https://goodscloud.atlassian.net/browse/THQ-2048 for more detail on the inner workings of this."						05/Nov/25 12:56 PM				Catalog		High		Veronica Beard	Import		CatalogProductsCannotBeFound						Zero
Support Request	THQ-1636	245759	Catalog not working as expected	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									25/Jul/25 7:54 AM	Impediment	Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								07/Aug/25 12:21 PM							"The issue was unexpected (and insufficiently documented) behaviour of our system, requiring a `default` pricebook to exist.

We got the customer's issue resolved through direct comms. And to prevent future occurrences we extended our documentation to make this requirement/constraint very explicit:
https://docs.newstore.com/docs/importing-data#why-is-the-default-pricebook-critical"						05/Nov/25 1:12 PM				Catalog		High		Munro	Import		CatalogUnexpectedBehavior						Zero
Support Request	THQ-1626	245732	[zimmerman-staging] shipping address has empty values when sent to shipping adapter	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									24/Jul/25 9:07 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								22/Sep/25 12:42 PM							This is a feature request that is being handled by product						04/Nov/25 4:50 PM				Order Data		High		Zimmermann	Delivery		ShippingOptionsFail	PostShippingAddressUpdate					Low
Support Request	THQ-1620	245699	[Zimmermann] Request to add en_TH locale to the NOM templates page	Vivek Bharti	5c8787bebddad83db0c4522b	Medium	Done									24/Jul/25 11:42 AM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								01/Aug/25 3:46 PM							en_TH was not included in the templates locale. Zimmerman wants to get this added for Thailand.						04/Nov/25 5:20 PM				Templates		High		Zimmermann			CannotAddLocaleToTemplate		Request				High
Support Request	THQ-1605	245624	[Zimmermann] Order Injection Fails on Fully Discounted Items with Tax Included 	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									23/Jul/25 1:27 PM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								09/Sep/25 9:18 PM							N/A						04/Nov/25 4:46 PM				Order Injection		Medium		Zimmermann	N/A		OrderInjectionFails	FullDiscount					Zero
Support Request	THQ-1581	245530	[Charles Tyrwhitt] ASNs didn't appear in app for numerous hours	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									22/Jul/25 11:48 PM		Andrew Bright	627e4e316ba8640069cffb0d								22/Aug/25 2:40 PM							A workaround was provided and communicated. Problem reported could not be reproduced exactly. If the customer wishes for us to do a deeper dive we've asked for reproduction steps and they're welcome to re-open the investigation.						05/Nov/25 4:10 PM				Receive/Transfer/Adjust Inventory		High		Charles Tyrwhitt	ASN		ASNNotOnAA						Low
Support Request	THQ-1560	245475	[Windsor] Large order failed to inject into NS from Shopify	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									22/Jul/25 3:26 PM		Noah Lunny	626f86467dd556006afbc04c								30/Jul/25 12:43 PM							"* Problem was [reproduced and documented|https://goodscloud.atlassian.net/browse/THQ-1560?focusedCommentId=476038] in a controlled environment ✅
* Windor’s limits were updated. Support confirmed we can close this ticket ✅
* [Runbook|https://goodscloud.atlassian.net/wiki/spaces/HQ/pages/5594906625/Order+Injection+-+hard+and+soft+limits+for+item+count] was written for the future ✅
* A metric was added (and [confirmed to trigger in a test-scenario|https://prometheus.monitor.s.newstore.io/graph?g0.expr=order_injection_max_order_items_limit_reached&g0.tab=1&g0.display_mode=lines&g0.show_exemplars=0&g0.range_input=2w]) for when this problem occurs in the wild ✅
* Public documentation was updated to have an [explicit mention|https://gitlab.com/newstore/engineering/routing/apidocs/injection/-/merge_requests/14] of this issue (there was a gap in our docs) ✅"						04/Nov/25 4:46 PM				Order Injection		High		Windsor	Order_Injection		OrderInjectionFails	LargeOrder					Low
Support Request	THQ-1535	245304	[Ganni] - In store handover order-->shipments-->details-->delivery_status_label in get order API	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									18/Jul/25 11:01 AM		Vivek Bharti	5c8787bebddad83db0c4522b								28/Aug/25 10:45 AM							Events were dropped by External Order Service. TIDE have made changed so that the alert that there are messages on the DLQ are not ignored.						07/Nov/25 1:16 PM				Fulfill Orders		High		Ganni	Order_Injection		GetOrderDetailsAPIUnexpectedbehavior	Cash&CarryOrderPending					High
Support Request	THQ-1522	245250	[Jamesavery-sandbox] Incorrectly imported PII data into the environment, ask to evaluate how to remove it	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									17/Jul/25 4:33 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								24/Jul/25 9:42 PM							Was flagged as not required anymore by support. It seems this will be reopened later if still applicable.						05/Nov/25 4:00 PM				Order Data		High		James Avery	N/A		CannotRemovePIIData		Request				Low
Support Request	THQ-1521	245248	[AllSaints] Order Refund Data Mismatch - Sales/Return/Exchange			Medium	Triage									17/Jul/25 4:26 PM		Andrew Bright	627e4e316ba8640069cffb0d																					05/Nov/25 1:37 PM				Refund		High		AllSaints			RefundDataMismatch						
Support Request	THQ-1524	245237	[Shinola] - Missing data from order 			Medium	Triage									17/Jul/25 3:03 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e																					05/Nov/25 3:40 PM				Order Data		High		Shinola/Filson			MissingOrderFulfillmentLocation						
Support Request	THQ-1502	245117	Enable third party engine	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									16/Jul/25 9:41 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								23/Jul/25 2:03 PM							Configuration change, BAU.						04/Nov/25 5:27 PM				Promotions		High	High	White Stuff	Third_Party_Promotions_Engine	TPPE	PromotionsTurnOnFeature						High
Support Request	THQ-1495	245038	[rmwilliams] - Prod & Staging - Shipping options not displaying properly			Medium	Done									14/Jul/25 5:40 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								08/Aug/25 3:43 PM							Customerr has an undeclared customisation that was causing the issue.						05/Nov/25 2:23 PM				Fulfill Orders		Medium		RM Williams	Configuration		ShippingOptionsNotDisplayingProperly						Zero
Support Request	THQ-1485	244990	Missing discount 			Medium	Done									14/Jul/25 7:30 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								17/Sep/25 2:20 PM							Support informed we can close the ticket.						05/Nov/25 3:38 PM				Promotions		Medium		Lorna Jane			MissingOrderDiscount						Zero
Support Request	THQ-1470	244876	[CTShirts] Price import failed parse error in import files: validation failed for head of products: multiple fields failed: "(root)": Must validate at least one schema (anyOf), "locale": locale is required	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									10/Jul/25 4:42 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								21/Jul/25 2:07 PM							When the Retailer passes an import file with two entity names one import file the error is confusing. This has been improved						05/Nov/25 3:25 PM				Catalog		High		Charles Tyrwhitt	Configuration		PriceImportFails						Low
Support Request	THQ-1468	244863	[Rapha] - Catalog Variant Selection Issue			Medium	Done									10/Jul/25 3:09 PM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								09/Oct/25 5:09 PM							Most likely a bug - unable to reproduce with the new version of the app.						05/Nov/25 5:29 PM				Catalog		High		Rapha	bug				AnotherTeam	Yes			Zero
Support Request	THQ-1467	244848	[Boardriders] - Product Not Visible via API Despite Successful Import (Possible Indexing Issue)	Peter Cipov	63ad8c33741248746bf6b6f8	Medium	Done									10/Jul/25 1:39 PM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								18/Jul/25 1:19 AM							Full import happening in parallel causing price to be deleted and system being in inconsistent state.						05/Nov/25 12:57 PM				Catalog		High		Boardriders	Data_Synchronisation		CatalogProductsCannotBeFound						N/A
Support Request	THQ-1455	244818	[Windsor] Logistic order cancellation failed for order			Medium	Done									10/Jul/25 12:30 AM		Andrew Bright	627e4e316ba8640069cffb0d								17/Sep/25 2:21 PM							Support informed we can close the ticket.						05/Nov/25 5:18 PM				Order Data		Medium		Windsor			CannotCancelOrder						Zero
Support Request	THQ-1454	244804	[jamesavery-sandbox] Catalog delete request - James Avery Sandbox - fa-store-catalog-uk	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									09/Jul/25 5:43 PM		Mallory Olivieri	5cecf2714283500fc709051e								30/Jul/25 4:49 PM							Someone imported the catelog into the wrong retailer. There is no real way to protect against this. The runbook helps us clear out the last of the data						05/Nov/25 12:54 PM				No Classification Available		High		James Avery	user_error		CatalogCannotRemoveCatalog		Request				Low
Support Request	THQ-1453	244794	[Boardriders] Enable Routing UI in NOM (Boardriders Production)	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									09/Jul/25 3:22 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								15/Jul/25 11:16 AM							Feature flags for Routing UI are hardcoded and require a developer to push a code change						04/Nov/25 4:30 PM				Routing		High		Boardriders	Configuration		RoutingTurnOnFeature						High
Support Request	THQ-1447	244743	[jamesavery-sandbox & jamesavery-staging] - Update size sorting	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Medium	Done									09/Jul/25 10:37 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								16/Jul/25 12:22 PM							size sort has to be updated in database and reindexing to be triggered.						04/Nov/25 3:53 PM				Catalog		High		James Avery	Sorting		CatalogUpdateSize&Sorting						High
Support Request	THQ-1424	244686	[ganni] - Orders rerouting to the same location	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									08/Jul/25 4:21 PM		Vivek Bharti	5c8787bebddad83db0c4522b								14/Jul/25 3:01 PM							Testing in Staging for Logistic Order that leaked into production .						05/Nov/25 3:09 PM				Routing		High		Ganni	unexpected_behavior		ReroutedToSameLocation						Low
Support Request	THQ-1403	244588	[Casablancaparis] Error message not allowing store to complete cycle count			Medium	Done									07/Jul/25 5:56 PM		Noah Lunny	626f86467dd556006afbc04c								21/Jul/25 9:24 AM							"It is a bit unclear as to why this happened, but from the comments it seems like the retailer had improper information associated with the QR code. They seem to have fixed it. 
Assumption is that by generating a QR code relating to the correct info.   

More clarification will be added in the comments. "						05/Nov/25 3:55 PM				Count Inventory		High		Casablancaparis	Barcode_Scanning		FullCountsErrorCompletingZone						Zero
Support Request	THQ-1402	244587	[GOC Retail/Leays] sales receipt, exchange, returns, and gift template produces excessive blank space 			Medium	Done									07/Jul/25 5:46 PM		Mallory Olivieri	5cecf2714283500fc709051e								08/Aug/25 11:52 AM							"Resolved by retailer. 

Adding an extract directly from the original ticket - as hints:

”The original boilerplate had size: 80mm $$height$$ but this gives us the long blank space. After research I dont think this is a valid CSS code value. It is ignored and I assume the CSS default to auto for the height. As per Order LS000003671 (below). I replaced the items from being listed and you can see as per order LS000003672 where it improved the legth of the blank space after the footer but there is still some. What points to the blanks space being related to the CSS and height is when we set the CSS to width:80mm; alone. The result is no space below the footer, how it should be and you can see it’s defaulted to fixed pages and we get the double lines after 2 items, 9 items and for the final item and footer.

Hoping we can be given with a suggestion on how we should define the CSS. I am sure Leays is not the only customer using Newstore and the ribbon paper approach to printing receipts. How have other customers succeeded in this area we are having an issue?”

Adding snap from the conversation with ES. The confirmed similar.

!Screenshot 2025-08-08 at 10.43.54 (72f5044a-6ed2-4471-ac29-a72a5abc9633).png|width=718,height=277,alt="Screenshot 2025-08-08 at 10.43.54.png"!"						05/Nov/25 5:33 PM				Templates		Low		Leays	Configuration				Question	Yes			Low
Support Request	THQ-1400	244578	[CTshirts] cannot add more than  20 items to an endless aisle order	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Medium	Done									07/Jul/25 4:36 PM		Olaf Doemer	712020:98f71932-9895-47f1-b5d6-bcc974e352b3								14/Jul/25 12:07 PM							Default ATP cap is 10 items. Cap per tenant maintained as environment variable.						05/Nov/25 1:51 PM				Stock		Medium		Charles Tyrwhitt	Configuration		EndlessAisleOrderLimit						High
Support Request	THQ-1487	244509	[Lorna Jane] Clarification on stock level on stock on hand discrepancy	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									07/Jul/25 2:20 AM		Em Q.	712020:22580d0e-83f8-4e3d-b6be-f99419133326								01/Aug/25 2:20 PM	Severity 3						Inventory updates get lost sometimes between stock_location and Order Management Stock. We have created tickets to get fix the discrepancies and another one to create an RFC to simplify / improve this area						05/Nov/25 8:41 AM			Stock	Stock		High	Medium	Lorna Jane	Stock_discrepancy		SOH<>StockLevels					High	High
Support Request	THQ-1395	244414	{EventsMissing}[Veronica Beard] fulfillment_request.items_completed event missing shipped_at field			Medium	To Do									03/Jul/25 8:44 PM		Austin Grady	621c7d1b8a4bb60068f08be9								22/Jul/25 6:10 PM							"No idea. This was fixed outside of our team. here is an exerpt from the support ticket (NCS-148)

Andrew Bright 
5 December 2024 at 18:21

Hey @Erin Belanger Apologies, I was on vacation and missed a couple of updates. Here’s the latest:

I am in contact with Team Store Operations to share those values, since it is very difficult for to us look into the logs. As soon as I have the data, I will do the replay.

As I mentioned, the Team Store Operation shared the missed shipped_at and I updated those values and replayed the missed fulfillment_request ids."						06/Nov/25 11:36 AM				EventStream		High		Veronica Beard	Missing_Data		EventsMissing	Order					Zero
Support Request	THQ-1340	244339	[Cosbar-staging] Unable to get shipping offers during associate app add delivery, phoneNumber: none is not an allowed value	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									02/Jul/25 9:35 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								24/Jul/25 10:15 AM							"EasyPost (and specifically their downstream Fedex API dependency) have changed one of their request payload fields (`from_address`->`phone`) which were previously optional to become mandatory.

It turns out Delivery V1 passes address information to Delivery V2 which then passes it onto EasyPost Adapter.

Neither Delivery V1 nor Delivery V2 were correctly passing the the `phone` field when getting shipping options. Up until now this was not a problem, but since the field became mandatory it started to become an issue with FedEx.

We made sure the `phone` field is passed on both in Delivery V1 and Delivery V2 codebases which solved the problem downstream. Customer confirmed the fix worked."						04/Nov/25 4:51 PM				No Classification Available		High		Cos Bar	EasyPost		ShippingOptionsFail	PhoneNumber					Zero
Support Request	THQ-1327	244305	zimmermann-sandbox - es_MX locale missing in the NOM templates page	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Medium	Done									02/Jul/25 4:47 PM		Vivek Bharti	5c8787bebddad83db0c4522b								03/Jul/25 12:49 PM							Hardcoded list of locales in NOM editor page.						05/Nov/25 6:58 PM				Templates				Zimmermann			CannotAddLocaleToTemplate		Request				Low
Support Request	THQ-1321	244236	[manoloblahnik-staging] - Price override not offering pre defined label			Medium	Triage									01/Jul/25 4:59 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e																					05/Nov/25 5:30 PM				Order Data		High		Manolo Blahnik					AnotherTeam	Yes			
Support Request	THQ-1313	244191	[UNTUCKit] Unable to place EA order due to ATP mismatch			Medium	Triage									30/Jun/25 10:45 PM		Andrew Bright	627e4e316ba8640069cffb0d																					05/Nov/25 8:30 AM				Stock		High		Untuckit			NotRouted	WhenThereIsATP					
Support Request	THQ-1312	244185	[roots] quantity not being honored in custom_items in shipping offer payload			Medium	Done									30/Jun/25 9:18 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								14/Aug/25 2:17 PM							Support mentioned that can be closed						05/Nov/25 12:45 PM				Fulfill Orders		High		Roots			EasypostNoQuantityInCustom						N/A
Support Request	THQ-1297	244091	[Boardriders-Staging] Full Categories Import does not remove old data	Bernardo Torres	557058:a2e544ed-2042-4d1e-bef7-3d0d23aac726	Medium	Done									27/Jun/25 4:14 PM		Andrew Bright	627e4e316ba8640069cffb0d								02/Jul/25 5:04 PM							Retailer was trying to do a full import, instead of just hiding incorrect categories (using online_to/online_from).						05/Nov/25 12:54 PM				Catalog		Medium		Boardriders	Data_Import		CatalogImportDoesNotOverrideOldCatalog						High
Support Request	THQ-1277	243969	[Filson] Unable to receive ASNs by Carton ID			Medium	Triage									25/Jun/25 11:23 PM		Noah Lunny	626f86467dd556006afbc04c																					05/Nov/25 6:58 PM				Receive/Transfer/Adjust Inventory		Low		Shinola/Filson			CannotReceiveWithCarton	CartonNotFound					
Support Request	THQ-1267	243919	[Clarks] - Rerouting orders after increasing the store capacity	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									25/Jun/25 1:31 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								23/Jul/25 2:22 PM							Although support replayed the orders stuck because of store limits, we added rerouting of insufficient stock conflicted orders, but only for tenants with automatic_rerouting enabled						05/Nov/25 1:14 PM				Routing		High		Clarks	feature		CannotRerouteOrdersBulk		Request				Low
Support Request	THQ-1261	243880	[Clarks] Orders transitioned from printing to onhold, due to shipping label could not be retrieved			Medium	Done									24/Jun/25 10:05 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								09/Sep/25 4:31 PM							Customer's easypost proxy endpoint is not always coming back with the shipment booking success.						05/Nov/25 6:58 PM				Fulfill Orders		High		Clarks			OnHoldReasonNotAccurate						Low
Support Request	THQ-1257	243862	[Clarks] - Order routed and stuck on Printing due to product not available			Medium	Done									24/Jun/25 4:21 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								17/Sep/25 2:23 PM							Support informed we can close the ticket.						05/Nov/25 10:17 AM	Change Requests or Questions			Fulfill Orders		Medium		Clarks	unexpected_behavior		OrderStuck	Printing					Zero
Support Request	THQ-1251	243837	[Boardriders][Staging] - Request to delete product with ID " code=rpc_timeout (Code 500)"			Medium	Done									24/Jun/25 1:13 PM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								23/Sep/25 4:58 PM							Deletion of records. Won't do.						05/Nov/25 5:23 PM				Catalog		Medium		Boardriders	close		CatalogDeleteProduct		Request				Zero
Support Request	THQ-1243	243808	[Clarks] Capacity-based routing items fulfilled not populating			Medium	Done									24/Jun/25 12:43 AM		Andrew Bright	627e4e316ba8640069cffb0d								07/Jul/25 5:27 PM							"Simply pointed towards the documentation. It is explained how the feature works. 
It is in fact not a really clear feature overall. Retailers get confused w.r.t `-` in the interface and also with the actual functionality when it comes to rerouting orders after store capacity was changed (missing feature). 

Overall the design should be revisited here first. "						05/Nov/25 5:35 PM				Routing		Medium		Clarks	Question				FeatureRequest	Yes			Zero
Support Request	THQ-1248	243804	[Roots] Easypost orders on hold, "Total commodities weight is greater than package"	Odei Breton	712020:a018aba6-be39-4f96-9270-3c78afad725c	Critical	Done		pagerduty	support-created						23/Jun/25 10:33 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								27/Jun/25 12:20 PM							A side effect introduced by previous bug fix in THQ-1188						05/Nov/25 12:46 PM				OnHold Orders		High		Roots	Delivery		EasypostWeight						Zero
Support Request	THQ-1240	243787	[Appgroup and other retailers] Can't fetch shipping options for injected order, injection failed. 502: shipping adapter error: 500 Internal Server Error	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Critical	Done									23/Jun/25 6:12 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								02/Jul/25 3:55 PM							New fields were added for error messages from EasyPost however some of those fields turned out to be optional and hence our deserialisation code failed.						04/Nov/25 4:47 PM				Fulfill Orders		Critical		App Group	Delivery		OrderInjectionFails	CannotFetchShippingOption					Low
Support Request	THQ-1229	243708	[filson] [absolute labs] 429 error trying to update the legacy Fulfillment Configuration	Brandon Wargo	5c07e33c9d4db33a1f658dc9	Medium	Done									20/Jun/25 6:58 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								27/Jun/25 3:20 PM							Brandon explained/communicated the configuration details to the customer which was sufficient to close the ticket. 						05/Nov/25 3:57 PM				Routing		Medium		Shinola/Filson	Configuration		FulfillmentConfigurationUpdateError						Zero
Support Request	THQ-1227	243627	[Tryzens] - Loyalty voucher remains in cart after customer is changed/removed	Peter Cipov	63ad8c33741248746bf6b6f8	Medium	Done									19/Jun/25 12:31 PM		Vivek Bharti	5c8787bebddad83db0c4522b								03/Jul/25 11:51 AM							Unclear documentation. 						05/Nov/25 3:22 PM				Promotions		Medium		Zimmermann	Doc		PromotionsUnexpectedBehavior						Zero
